Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling,Status
0.5934458159702909,-1.1943401903292232,-0.24135093200645188,0.9863170458338072,-0.31897489689612063,-0.20913999914051187,0.6668634326403443,-0.24551231374403043,0.3550311017723518,0.3378861924363436,0.3555682347531188,-0.32346600201807246,-0.24549871589833352,-0.24899822853530681,0.7262045366443566,1.0712742089481695,0
0.01874127077833602,-1.18628890465775,-0.038337458324296796,-1.0208635982544871,-0.3698204842352134,0.34763870073439496,0.41878771619771066,-0.07256853748924305,0.48593985770572323,-0.23506889332035724,0.4850622848166151,-0.32346600201807246,0.3756513972110474,0.3380027193255454,-0.4235801084550349,-1.0155846691307049,0
1.349075866130082,-0.7515194783981908,-0.24135093200645188,0.5848809170161484,2.0008552631637375,-0.20886160979057442,0.818746524339916,-0.24551231374403043,0.7041211175946755,1.4500931236111159,0.700885701589109,-0.32346600201807246,-0.8000970311745665,-0.7925176247027625,1.2148630108115979,1.1958627986842219,1
0.5508751089190344,-0.051057624980012185,-0.24135093200645188,1.5523170535456614,-0.3923431454245442,-0.20913999914051187,1.1883287141422074,-0.23954873525248602,0.7041211175946755,0.835008987431128,0.700885701589109,-0.32346600201807246,-0.68917736811932,-0.6838137454692714,0.9034630027638457,1.0089799140801436,1
0.26352283632305695,-0.22818590975242517,-0.24135093200645188,-0.07337459856063391,-0.3998668444517279,-0.20913999914051187,-0.7051471623791198,-0.24551231374403043,0.5295761096835137,-0.42464962022514763,0.5282269681711139,-0.19319716306636847,0.7971461168209846,0.77281823625951,-0.22236779556264175,-0.2680531307143921,0
0.33802157366275504,-0.31675005213863167,-0.24135093200645188,0.04880161455778405,-0.26544846792216664,-0.20913999914051187,-0.54313853123291,-0.24551231374403043,0.7041211175946755,-0.4372883353521338,0.700885701589109,-0.26763649961019936,0.5531228580994422,0.5336697019458295,-0.006783174606505651,0.1991540807958037,0
1.0830089470597328,-0.6065963363116711,-0.24135093200645188,1.475021898307479,3.0076103368458558,-0.20004594704255504,1.1680776352489308,-0.23954873525248602,0.7041211175946755,1.5722673698386473,0.700885701589109,-0.32346600201807246,-0.9110166942298131,-0.9012215039362537,1.1765368559749514,1.1647156512502088,1
-0.8007448399583398,0.6735580854525864,-0.22510985411187948,-1.0981587534926698,-0.3790293601638825,-0.20913999914051187,-0.8418419449087342,-0.23358515676094163,-0.03769516602776234,-0.02021073616159418,-0.3782313822733605,-0.32346600201807246,0.48657106026629404,0.4249658227123384,-0.7301893471482063,-0.48608316275248326,0
-0.19411226447794333,0.9311992269397326,-0.11142230884987263,1.8664844587073075,-0.32478339684476476,-0.20663449499107478,0.9301274582529354,-0.13816790089623138,0.6604848656168851,0.14830546553155288,0.6577210182346103,-0.28624633374615704,-0.5782577050640734,-0.5316283145423838,0.6735060737439678,0.5729198500039607,0
-0.4601791835482925,0.7379683708243729,-0.23323039305916568,-0.9535420114341343,-0.33243187022877746,-0.2081192381907412,-1.0899176613513681,-0.23954873525248602,0.5295761096835137,-0.24770760844734302,0.5282269681711139,-0.28624633374615704,2.8602518496485714,2.9686365967760313,-3.010595559928666,-0.8909960793946532,0
-1.4180200922015496,0.9714556552970991,0.22151978798886174,-1.1081323219104997,-0.4005931143798241,5.470745111183371,-1.2316752136043017,0.5118621546821074,-1.783145245139381,0.5190411092564768,-2.018489349744314,-0.044318489978706785,1.728871286485056,1.6859308218208353,-1.7889493745105625,-2.853266367737475,0
1.274577128790384,-0.7756733354126107,-0.23323039305916568,1.5473302693367466,3.6505640859038713,-0.20310822989186705,1.2490819508220359,-0.23954873525248602,0.3986673537501423,1.2268091563676953,0.3987329181076176,-0.32346600201807246,-0.9332006268408624,-0.9447030556296502,1.4017030156402492,2.19257151657264,1
2.0940632395270597,-0.6951604786978776,-0.24135093200645188,2.0061144165569282,2.9944773595864,-0.20264424764197128,1.274395799438631,-0.23954873525248602,0.7041211175946755,-1.8022695690666268,0.700885701589109,-0.32346600201807246,-0.8666488290077144,-0.8577399522428572,1.2531891656482443,1.3204513884202742,1
1.3810038964185236,-0.8722887634702906,-0.24135093200645188,0.6846166011944487,0.14003428693884348,-0.20672729144105395,1.0516339316125927,-0.24551231374403043,0.6604848656168851,2.5538742447012304,0.6577210182346103,-0.32346600201807246,-0.7557291659524679,-0.7925176247027625,1.329841475321537,1.1647156512502088,1
-0.32182438563171123,0.013352660391774353,1.4396006300817923,-1.133066242955075,-0.4012665793537236,0.11416283258685068,-1.3683699961339162,1.4242896638883995,0.005941085950028118,-1.3809790648337585,0.010250767917128539,-0.32346600201807246,-0.5338898398419747,3.5121559929434865,-0.7301893471482063,-1.3582032909048487,0
0.3805922807140115,0.013352660391774353,-0.19262769832273466,0.3729425881372601,-0.3659841115096164,-0.20913999914051187,-1.6620106400864214,-0.1978036858116753,0.13684984188339952,-0.6437206824262393,0.0965801346261261,-0.044318489978706785,-0.3342344463425308,-0.3359613319220997,0.2710814479591809,0.1991540807958037,0
-2.524858475534202,-0.8722887634702906,-0.10330176990258642,-0.7565640351819911,-0.3855009255478735,0.0541235294503399,-1.084854891628049,-0.09642285145542062,-3.4413228202954187,-0.8080239790770577,-3.399759217088275,2.244691108744092,-0.7779130985635172,-0.7707768488560642,-1.5062939825902955,-2.105734829321162,0
-1.7905137789000385,1.3337635105133985,0.05910900904313765,-1.0931719692837547,-0.4004043601756519,0.838903106924021,-1.0949804310746871,0.1123023957486331,-1.5649639852504287,-1.0144563261511632,-1.5868425161993263,0.21621918792470116,-0.8000970311745665,-0.7925176247027625,-1.496712443881134,-2.2614705664912274,0
0.029383947541149386,-0.03495505363706555,-0.09518123095530022,-1.133066242955075,-0.3974141605043678,-0.09045333961717757,-0.998787806331625,-0.11431358693005379,0.3986673537501423,-0.028636546246251737,0.3987329181076176,-0.32346600201807246,2.4387571300386344,2.468598752301972,-0.3708816455546461,0.10571263849376489,0
-0.023829436272920453,0.2790450875503938,-0.24135093200645188,0.031347869826581415,-0.3807876823974525,-0.20913999914051187,-0.2343095781104475,-0.23954873525248602,-3.223141560406466,-0.7153400681458268,-3.183935800315781,-0.1745873289304108,0.39783532982209685,0.490188150252433,0.3860599124691196,-0.11231739354432682,0
-0.19411226447794333,0.16632708814976738,-0.038337458324296796,-1.0807050087614674,-0.39851870495150193,-0.1916014700944523,-1.1304198191379207,-0.05467780201460988,0.44230360572793276,0.22835066133579798,0.2692388680441212,-0.3048561678821148,2.660596456149127,2.707747286615652,-0.6056293439291054,-0.48608316275248326,0
0.2848081898486852,-0.16377562438063864,-0.0545785362188692,-0.995929677209912,-0.35387536380393975,0.38466448427607625,0.5048548014941348,-0.08449569447233184,0.6168486136390946,-0.2729850387013153,0.6145563348801114,-0.32346600201807246,0.35346746459999817,0.31626194347884723,-0.32297395200883805,-0.7664074896586008,0
0.49766172510496454,-0.2523397667668451,-0.21698931516459327,-1.0183702061500295,-0.19687203184222474,-0.19494214229370174,-0.1938074203238952,-0.22165799977785286,0.6168486136390946,-0.7995981689924003,0.6145563348801114,-0.32346600201807246,0.7527782515988861,0.7075959087194151,0.6112260721344173,0.1680069333617908,0
0.4763763715793363,-1.1943401903292232,-0.16014554253358984,0.0338412619310391,-0.13101984996983138,-0.20913999914051187,0.6719262023636635,-0.16798579335395333,0.3986673537501423,-0.21400436810871354,0.4418976014621163,-0.28624633374615704,-0.8222809637856158,-0.8142584005494606,0.3716876044053772,0.38603696539988247,0
-2.216220849412597,-0.9286477631706038,4.3305124953156815,1.2979910588909958,-0.37432594603521496,2.715896900652311,-0.9835994971616678,5.163453378086733,-1.7395089931615904,-0.6479335874685679,-2.1479833998078104,0.6628552071876863,1.8397909495403022,1.7946347010543267,-0.8787031971402108,-1.1090261114327444,0
-1.194523880182456,1.1002762260406722,-0.022096380429724383,-1.133066242955075,-0.37747652045609215,-0.19290062039416042,-0.7861514779522247,-0.0010055955907103504,-1.783145245139381,-0.0960430269235107,-1.3710190994268323,-0.24902666547424163,0.5753067907104914,0.5336697019458295,-1.0367985858413773,-1.0778789639987314,0
-0.5878913047020604,0.8104299418676328,-0.22510985411187948,-0.5296653536763578,-0.37509241180282366,-0.09732027691563475,0.07958214473533377,-0.23358515676094163,0.6604848656168851,-0.024423641203923145,0.6577210182346103,-0.32346600201807246,-0.556073772453024,-0.5316283145423838,-0.14092471653476812,-0.6106717524885356,0
1.0936516238225462,-0.7193143357122975,-0.24135093200645188,0.41034346970412283,1.3477358937790258,-0.20366500859174194,0.7377422087668111,-0.24551231374403043,0.7041211175946755,0.9740348538279745,0.700885701589109,-0.32346600201807246,-0.7779130985635172,-0.7925176247027625,1.1717460866203706,1.1958627986842219,1
